blast_filter$V2
gi|MOA05651|gb|FJ769318|
gi|MOA04591|gb|FR873161|
gi|MOA06850|gb|AM980836|
gi|MOA06940|gb|AJ872048|
gi|MOA06810|gb|GQ205056|
gi|MOA05430|gb|AJ437106|
gi|MOA05722|gb|HM162343|
gi|MOA05646|gb|FJ769323|
gi|MOA06639|gb|KF154765|
gi|MOA06945|gb|AJ872053|
gi|MOA06441|gb|AY744278|
gi|MOA04626|gb|AY236276|
gi|MOA06966|gb|AM114024|
gi|MOA04636|gb|AY236264|
gi|MOA04453|gb|GQ205075|
gi|MOA06869|gb|AM980861|
gi|MOA05285|gb|HQ243426|
gi|MOA04233|gb|JF692724|
gi|MOA26408|gb|KY555054|
gi|MOA06188|gb|FJ008650|
gi|MOA06954|gb|AJ872063|
gi|MOA04585|gb|FR873155|
gi|MOA01063|gb|FR686958|
gi|MOA06192|gb|FJ008655|
gi|MOA05284|gb|HQ243422|
gi|MOA06123|gb|JX096623|
gi|MOA06185|gb|FJ008646|
gi|MOA06824|gb|GQ205071|
gi|MOA03828|gb|FM865602|
gi|MOA05287|gb|HQ263643|
gi|MOA06828|gb|GQ205079|
gi|MOA05255|gb|HQ243182|
gi|MOA06746|gb|AY929101|
gi|MOA05659|gb|FJ769310|
gi|ESA02340|gb|EF393611|
gi|MOA06826|gb|GQ205077|
gi|MOA06397|gb|AM992822|
gi|MOA06071|gb|JX096571|
gi|MOA06870|gb|AM980862|
gi|MOA04589|gb|FR873159|
gi|MOA06752|gb|AY929133|
gi|MOA05216|gb|HM570003|
gi|MOA05652|gb|FJ769317|
gi|MOA04311|gb|HM159460|
gi|MOA04459|gb|HQ895793|
